Date,Easting,Northing,Pool,Temp,Depth,Velocity,DO,Clarity,Stratum,Substrate,Veg_type,Veg_density,Veg_cover
05/09/2005,636655,4853712,Pool 08,21.8,0.48,0,10.2,48,Isolated,Silt,"S, E, & F",Dense,>50%
05/09/2005,637855,4853312,Pool 08,23.5,0.28,0,6.8,28,Isolated,Silt,"S, E, & F",Dense,>50%
05/09/2005,638255,4853512,Pool 08,22.3,0.32,0,7,32,Isolated,Silt,"S, E, & F",Dense,>50%
05/09/2005,638255,4853312,Pool 08,19.8,0.93,0,10.2,93,Isolated,Silt,"S, E, & F",Dense,>50%
05/10/1994,636655,4853712,Pool 08,15.2,1.1,0,13.7,83,Isolated,Silt,Floating,Sparse,1 - 19%
05/10/2001,643455,4834512,Pool 08,19.3,1.55,0,16,75,Isolated,Silt,Submergent,Sparse,1 - 19%
05/13/2004,641055,4835912,Pool 08,18.9,0.42,0.04,12,42,Impounded lake,Sand,Submergent,Sparse,1 - 19%
05/13/2004,643055,4836112,Pool 08,18.4,1,0,8.4,54,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
07/21/2014,732758,4663901,Pool 13,24,1.46,0,9.2,49,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/21/2014,636655,4853112,Pool 08,21.8,0.42,0,0.1,42,Isolated,Silt,"S, E, & F",Dense,>50%
07/21/2014,643255,4834512,Pool 08,25.2,0.91,0,7.9,91,Isolated,Silt,"S, E, & F",Dense,>50%
07/21/2014,637455,4852912,Pool 08,22.6,0.58,0,1.4,58,Isolated,Silt,"S, E, & F",Dense,>50%
07/21/2014,636655,4853712,Pool 08,25.5,0.71,0,4.2,71,Isolated,Silt,"S, E, & F",Dense,>50%
07/22/1993,640655,4842912,Pool 08,23.2,1.5,0.09,6.5,50,Side channel,Silt,Emergent,Sparse,1 - 19%
07/22/1993,640655,4843112,Pool 08,23.2,1,0.04,6.4,50,Connected backwater,Silt,Emergent,Dense,>50%
07/22/1996,641655,4843862,Pool 08,26.6,0.36,0,15.1,36,Side channel,Silt,S & E,Dense,>50%
07/22/1997,643405,4844112,Pool 08,24.8,0.89,0,5.2,64,Connected backwater,Silt,Floating,Sparse,1 - 19%
07/22/2002,641055,4828312,Pool 08,29.7,0.35,0.03,13.6,35,Impounded lake,Sand,Submergent,Sparse,>50%
07/22/2002,640655,4833912,Pool 08,27.8,0.69,0.03,8.4,69,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
07/22/2008,640905,4845512,Pool 08,26.5,0.4,0.07,9.7,40,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/22/2019,736258,4657651,Pool 13,27,0.52,0,5.7,40,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/22/2019,639255,4842612,Pool 08,26.1,1.16,0,11,116,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/22/2024,637255,4853112,Pool 08,22.4,0.88,0,0.1,40,Isolated,Silt,"S, E, & F",Dense,>50%
07/22/2024,737808,4648201,Pool 13,27.1,1.6,0.08,6.7,54,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/23/1997,642055,4840262,Pool 08,24.4,0.2,0.13,6.7,20,Connected backwater,Sand,S & E,Dense,>50%
07/23/2007,643255,4841512,Pool 08,23,1.25,0.02,5.8,84,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
07/23/2007,642755,4841362,Pool 08,25,1.7,0.11,8.8,75,Side channel,Sand,"S, E, & F",Sparse,1 - 19%
07/23/2007,641755,4848112,Pool 08,25.1,0.3,0,10.2,30,Side channel,Sand,Submergent,Sparse,1 - 19%
07/23/2008,642755,4834612,Pool 08,27.1,2.27,0.07,8.6,187,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/23/2008,737808,4643401,Pool 13,27.9,0.4,0,15.4,40,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/23/2008,733808,4644601,Pool 13,26,0.98,0.04,6.5,38,Impounded lake,Silt/Clay/Sand,S & E,Dense,20 - 49%
07/23/2008,736608,4647401,Pool 13,24.8,1.42,0.1,6.8,90,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/23/2008,735008,4644201,Pool 13,27,1.24,0,12.3,40,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/23/2013,637054,4853312,Pool 08,22.4,0.78,0,2.5,78,Isolated,Silt,"S, E, & F",Dense,>50%
07/23/2013,638254,4853512,Pool 08,25.2,0.64,0,1.9,64,Isolated,Silt,"S, E, & F",Dense,>50%
07/23/2014,640805,4849712,Pool 08,25.6,1.36,0.1,7.5,118,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
07/23/2014,736808,4650601,Pool 13,26.7,0.58,0.05,12.7,58,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,>50%
07/23/2018,640805,4840162,Pool 08,26,0.82,0.03,9,82,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/23/2018,737407,4652401,Pool 13,26.5,1.2,0.1,9.3,58,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
07/23/2019,735808,4655801,Pool 13,27,1.06,0.01,6.7,32,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
07/23/2019,639805,4838512,Pool 08,25.5,0.8,0.11,7.3,60,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/24/2000,639805,4843012,Pool 08,22.2,0.26,0,2.7,26,Connected backwater,Silt,S & E,Dense,>50%
07/24/2001,642255,4834762,Pool 08,29.4,0.99,0.04,7.5,99,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/24/2002,644005,4841562,Pool 08,25.9,0.71,0,7.9,55,Connected backwater,Silt/Clay/Sand,Submergent,Dense,20 - 49%
07/24/2006,642805,4841262,Pool 08,27.6,1.5,0.13,14.4,50,Side channel,Sand,Emergent,Dense,1 - 19%
07/24/2006,643305,4845212,Pool 08,28,0.95,0,13.3,45,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
07/24/2007,739558,4646951,Pool 13,21.3,0.56,0,1,56,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/24/2007,735408,4645401,Pool 13,26.2,1.26,0,8,48,Impounded lake,Silt/Clay/Sand,Floating,Sparse,1 - 19%
07/24/2007,735008,4643001,Pool 13,26.4,1.58,0.1,7.2,78,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/24/2008,643455,4834912,Pool 08,25.4,1.01,0,4.7,60,Isolated,Silt,"S, E, & F",Dense,>50%
07/24/2013,736808,4646600,Pool 13,26.3,1.42,0,10.6,78,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
07/24/2014,642805,4838362,Pool 08,25.5,2.03,0.07,8,117,Side channel,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
07/24/2014,581430,4914158,Pool 04,26,0.48,0.06,9,48,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/24/2014,738208,4645201,Pool 13,26.2,0.44,0,11,44,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/24/2017,739058,4645201,Pool 13,25.1,0.52,0,4.4,52,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/24/2017,641255,4832712,Pool 08,24.5,1.31,0.07,7.5,87,Impounded lake,Silt,Submergent,Dense,>50%
07/24/2018,736057,4660550,Pool 13,25.6,1.2,0,10.5,42,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
07/24/2018,643055,4839712,Pool 08,26.3,1.3,0.04,8.7,130,Impounded lake,Silt,"S, E, & F",Dense,>50%
07/24/2019,737808,4643001,Pool 13,21.2,0.48,0,1.9,48,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/24/2023,737008,4643201,Pool 13,26.1,0.8,0,13.9,80,Impounded lake,Sand,"S, E, & F",Dense,>50%
07/24/2023,736608,4645801,Pool 13,27.3,1.5,0,9.7,72,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/24/2023,735008,4644601,Pool 13,27.2,1.22,0,9.5,68,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/24/2024,581680,4913958,Pool 04,25.7,0.76,0.01,7,76,Side channel,Silt,S & E,Dense,>50%
07/24/2024,640355,4840812,Pool 08,25.5,0.49,0.09,6.4,49,Side channel,Silt/Clay/Sand,S & E,Sparse,20 - 49%
07/24/2024,735908,4654451,Pool 13,26.1,0.6,0,6.4,56,Side channel,Sand,Submergent,Dense,1 - 19%
07/24/2024,640855,4841412,Pool 08,25.6,0.93,0.03,6.3,93,Side channel,Silt/Clay/Sand,S & E,Dense,>50%
07/24/2024,737408,4657101,Pool 13,24.7,1.7,0,1.8,49,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
07/25/1996,738008,4657601,Pool 13,23.1,0.65,0.05,9.6,29,Connected backwater,Silt/Clay/Sand,S & E,Sparse,1 - 19%
07/25/1997,738108,4658801,Pool 13,25.8,0.94,0,9.9,35,Connected backwater,Silt,Submergent,Dense,1 - 19%
07/25/1997,643455,4834512,Pool 08,27.9,0.75,0,6.4,45,Isolated,Silt,Submergent,Dense,>50%
07/25/2000,642455,4847712,Pool 08,23.9,0.3,0.05,7.5,30,Side channel,Silt/Clay/Sand,S & E,Sparse,1 - 19%
07/25/2000,641255,4842112,Pool 08,24.8,1.19,0.11,9.2,60,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/25/2002,721208,4674600,Pool 13,26.3,1.6,0.08,5.9,44,Side channel,Silt/Clay/Sand,Emergent,Sparse,1 - 19%
07/25/2002,637455,4852712,Pool 08,21.2,0.51,0,0.5,51,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2002,638055,4853712,Pool 08,24.4,0.57,0,4.2,57,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2002,638055,4853512,Pool 08,24.3,2.08,0,5.2,127,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2002,637855,4852912,Pool 08,21.5,0.49,0,1.3,49,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2007,639605,4835962,Pool 08,25.9,0.58,0,5.8,42,Side channel,Silt,"S, E, & F",Dense,>50%
07/25/2007,738208,4647401,Pool 13,29.1,0.52,0,14.6,52,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/25/2007,737808,4648401,Pool 13,28,1.12,0,15.9,112,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/25/2007,640655,4832112,Pool 08,28.3,1.52,0,10.5,91,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,>50%
07/25/2007,736608,4648001,Pool 13,26.4,1.18,0,16.3,118,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/25/2007,733608,4647201,Pool 13,23.4,0.82,0,3.9,82,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/25/2008,736808,4648001,Pool 13,24.9,1.2,0,11.2,120,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/25/2011,637055,4853312,Pool 08,23.7,1.2,0,0.2,49,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2011,638255,4853512,Pool 08,25.9,0.67,0,0.1,67,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2012,637055,4853712,Pool 08,25.4,0.81,0,0.2,63,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2012,643455,4834512,Pool 08,26.3,0.45,0,10.2,45,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2012,637255,4852912,Pool 08,24.9,0.68,0,0.2,50,Isolated,Silt,"S, E, & F",Dense,>50%
07/25/2013,642554,4845661,Pool 08,22.3,0.42,0,4.6,42,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/25/2013,580630,4914358,Pool 04,24.1,0.2,0,1.8,20,Side channel,Clay,Emergent,Dense,>50%
07/25/2013,735408,4651000,Pool 13,26.4,0.55,0.05,7.7,55,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/25/2013,734408,4648600,Pool 13,23.6,0.4,0,5.7,40,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/25/2014,580180,4912108,Pool 04,22.8,0.76,0.02,6.3,76,Connected backwater,Silt,"S, E, & F",Sparse,>50%
07/25/2014,578930,4917208,Pool 04,24.8,0.2,0,2.1,20,Connected backwater,Silt,Emergent,Dense,>50%
07/25/2016,737008,4650600,Pool 13,28.4,1.1,0.04,7.7,45,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/25/2018,733807,4646601,Pool 13,24.3,1.4,0.03,6,50,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
07/25/2022,738408,4644201,Pool 13,25,0.98,0,4,98,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/25/2022,737808,4648401,Pool 13,27.9,1.06,0,11.5,38,Impounded lake,Sand,Emergent,Dense,20 - 49%
07/25/2022,734208,4646801,Pool 13,26.1,0.8,0,7.1,30,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/25/2023,642505,4846512,Pool 08,27,1.48,0.07,11.7,105,Side channel,Sand,Submergent,Sparse,20 - 49%
07/25/2024,642355,4845512,Pool 08,25.7,0.8,0.02,6.6,80,Side channel,Silt/Clay/Sand,S & E,Dense,>50%
07/26/1994,642255,4844312,Pool 08,24.2,0.4,0.1,10.2,40,Side channel,Silt/Clay/Sand,Emergent,Dense,1 - 19%
07/26/1994,733208,4668801,Pool 13,24.8,0.88,0.01,7.3,36,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/26/1996,638055,4853112,Pool 08,22.9,0.35,0,2,35,Isolated,Silt,S & E,Dense,>50%
07/26/2000,636855,4853312,Pool 08,19.9,0.63,0,0.4,24,Isolated,Silt,S & E,Dense,>50%
07/26/2000,638255,4853512,Pool 08,21.5,0.42,0,1.8,42,Isolated,Silt,S & E,Dense,>50%
07/26/2001,641255,4840562,Pool 08,27.9,0.39,0.08,8.8,39,Side channel,Sand,"S, E, & F",Dense,>50%
07/26/2001,643255,4841562,Pool 08,26.8,1.4,0.11,8.8,68,Side channel,Sand,Emergent,Dense,1 - 19%
07/26/2001,579179,4917108,Pool 04,23.4,0.23,0,4.7,23,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2006,642005,4840712,Pool 08,26,0.83,0,3.1,83,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2007,642855,4845212,Pool 08,28.4,1.85,0.03,9.2,79,Side channel,Silt,"S, E, & F",Sparse,1 - 19%
07/26/2007,584680,4911208,Pool 04,26.5,2.36,0.05,8.4,66,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,>50%
07/26/2010,642155,4834162,Pool 08,26.3,1.52,0.07,4.5,152,Side channel,Silt/Clay/Sand,Submergent,Sparse,>50%
07/26/2010,641255,4836512,Pool 08,27.4,1.97,0,6.1,131,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2010,640455,4837512,Pool 08,27.7,0.91,0.03,7.3,91,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2010,642655,4835912,Pool 08,26.6,1.31,0,5.6,119,Impounded lake,Silt,"S, E, & F",Dense,>50%
07/26/2011,732708,4662751,Pool 13,31,1.08,0.05,5.1,52,Connected backwater,Silt/Clay/Sand,S & E,Sparse,1 - 19%
07/26/2011,641655,4829512,Pool 08,28.2,1.25,0.09,8.5,125,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/26/2012,736658,4656801,Pool 13,29.6,0.58,0,8.3,32,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
07/26/2012,640555,4835412,Pool 08,28.1,0.31,0,9,31,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/26/2016,642654,4829711,Pool 08,26.8,2.07,0.1,5.6,207,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2016,642854,4828112,Pool 08,27.2,1.21,0.02,7.4,121,Impounded lake,Sand,"S, E, & F",Dense,>50%
07/26/2016,734608,4643000,Pool 13,26.9,1.58,0.04,4.3,62,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
07/26/2018,639205,4851761,Pool 08,25.5,1.54,0,8.2,103,Side channel,Silt,Submergent,Sparse,1 - 19%
07/26/2019,732508,4664101,Pool 13,25.2,1.42,0,6.7,39,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
07/26/2020,580230,4915258,Pool 04,25.9,1.8,0.02,7.3,112,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,>50%
07/26/2021,739458,4646901,Pool 13,24,0.4,0,0,40,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2021,737608,4644001,Pool 13,27.8,0.76,0,8,76,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2021,738008,4644601,Pool 13,27.3,0.78,0,5.2,78,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2021,641655,4838312,Pool 08,25.9,1.28,0.01,5,128,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/26/2022,641305,4849062,Pool 08,27.7,1.76,0.05,14.8,72,Side channel,Sand,"S, E, & F",Sparse,1 - 19%
07/26/2022,638505,4856912,Pool 08,24.7,1.41,0.05,6.5,103,Side channel,Sand,"S, E, & F",Dense,>50%
07/26/2022,638705,4850712,Pool 08,23.7,0.29,0,3.1,29,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/26/2022,737208,4651601,Pool 13,28,0.4,0,11.7,40,Impounded lake,Sand,"S, E, & F",Dense,>50%
07/26/2023,583830,4909658,Pool 04,24.3,0.97,0,4.3,97,Connected backwater,Silt,"S, E, & F",Dense,1 - 19%
07/26/2023,638255,4853312,Pool 08,26.4,2.9,0,5.5,101,Isolated,Silt,"S, E, & F",Sparse,20 - 49%
07/26/2024,728408,4671001,Pool 13,24.8,1.4,0,4,128,Connected backwater,Silt/Clay/Sand,Emergent,Dense,1 - 19%
07/27/1994,736608,4659201,Pool 13,24.3,0.4,0.02,12.6,18,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/27/1999,733608,4668201,Pool 13,30.2,1,0,5.1,44,Side channel,Silt,S & E,Dense,20 - 49%
07/27/2000,739408,4646701,Pool 13,21.6,0.38,0,1.5,38,Connected backwater,Silt,S & E,Dense,>50%
07/27/2000,735208,4644601,Pool 13,25.8,1.3,0.14,9.5,60,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/27/2001,640305,4839912,Pool 08,27.5,0.11,0.11,11.7,11,Side channel,Sand,"S, E, & F",Dense,>50%
07/27/2004,639855,4835362,Pool 08,26.7,0.52,0,13.6,48,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/27/2005,639355,4850312,Pool 08,23.9,0.35,0,5.7,35,Side channel,Sand,"S, E, & F",Dense,>50%
07/27/2006,642755,4834862,Pool 08,28.2,1.83,0,11.3,58,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/27/2006,585230,4909358,Pool 04,28,0.72,0.02,13,62,Connected backwater,Sand,Submergent,Sparse,>50%
07/27/2006,734008,4646001,Pool 13,28,1.62,0,9.3,47,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/27/2009,640955,4847612,Pool 08,25.1,0.45,0,10.6,45,Side channel,Sand,"S, E, & F",Dense,20 - 49%
07/27/2012,736208,4648601,Pool 13,27.5,0.88,0,8.5,64,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/27/2015,641505,4841962,Pool 08,28.3,1.12,0.13,14.3,78,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
07/27/2015,641055,4840512,Pool 08,29.4,0.3,0.11,16.3,30,Side channel,Silt/Clay/Sand,S & E,Sparse,1 - 19%
07/27/2015,734758,4657101,Pool 13,26.1,0.6,0,6.4,28,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/27/2015,640655,4840762,Pool 08,24.2,0.45,0,0,45,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/27/2015,640855,4838912,Pool 08,27.2,0.74,0,8.5,74,Impounded lake,Silt,"S, E, & F",Dense,>50%
07/27/2016,642154,4841011,Pool 08,27.6,0.78,0.04,4.8,70,Side channel,Silt,"S, E, & F",Dense,>50%
07/27/2016,736708,4655701,Pool 13,26.3,0.7,0,1.8,70,Connected backwater,Silt/Clay/Sand,Emergent,Dense,>50%
07/27/2017,733908,4659801,Pool 13,24.8,1.2,0.12,5.3,20,Side channel,Silt/Clay/Sand,Floating,Sparse,1 - 19%
07/27/2017,639355,4841762,Pool 08,31.3,0.51,0,15,51,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/27/2017,639255,4843162,Pool 08,27.8,1.3,0,9.2,110,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/27/2018,585079,4910757,Pool 04,25.6,0.44,0,8.7,44,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/27/2018,583829,4912607,Pool 04,23,0.54,0.05,11,54,Connected backwater,Silt,S & E,Sparse,>50%
07/27/2020,639455,4855912,Pool 08,27.1,1.14,0.02,8.2,70,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,1 - 19%
07/27/2020,637655,4856012,Pool 08,27.3,0.89,0,8.5,89,Connected backwater,Silt,"S, E, & F",Sparse,20 - 49%
07/27/2021,737508,4656551,Pool 13,26.5,0.4,0,1.5,40,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/27/2021,737108,4659551,Pool 13,26,0.59,0,0,59,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/27/2022,582680,4913258,Pool 04,25.5,0.82,0.05,11.1,82,Connected backwater,Silt/Clay/Sand,S & E,Dense,20 - 49%
07/27/2022,640205,4840662,Pool 08,24.8,0.25,0.04,10.3,25,Connected backwater,Sand,"S, E, & F",Sparse,1 - 19%
07/27/2022,639905,4839012,Pool 08,24.2,0.28,0,6.9,28,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/27/2022,643255,4836712,Pool 08,25.9,1,0,1.3,100,Impounded lake,Silt,"S, E, & F",Dense,>50%
07/27/2022,642855,4838112,Pool 08,26.6,1.23,0.04,13,69,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/27/2023,642355,4834912,Pool 08,27.9,1.31,0,9.3,116,Side channel,Clay,Submergent,Sparse,20 - 49%
07/27/2023,641855,4837712,Pool 08,27.6,1.48,0,9.4,148,Impounded lake,Silt/Clay/Sand,Submergent,Dense,20 - 49%
07/28/1993,643450,4834910,Pool 08,24.7,1.1,0,11.6,43,Isolated,Silt,Submergent,Sparse,1 - 19%
07/28/1994,640655,4842912,Pool 08,25,0.83,0.01,9.3,50,Side channel,Silt/Clay/Sand,Emergent,Dense,20 - 49%
07/28/1995,737608,4659701,Pool 13,27.5,0.84,0.02,8.5,22,Connected backwater,Silt,S & E,Sparse,1 - 19%
07/28/1995,736458,4658151,Pool 13,27.4,1,0.06,6.7,21,Connected backwater,Silt,Submergent,Sparse,1 - 19%
07/28/1997,642205,4848962,Pool 08,27.8,1.2,0.02,7,86,Side channel,Silt/Clay/Sand,S & E,Dense,1 - 19%
07/28/1998,579529,4916458,Pool 04,26.6,0.26,0.12,11.7,26,Connected backwater,Sand,Submergent,Sparse,1 - 19%
07/28/1998,638805,4850362,Pool 08,26.9,0.88,0,8.6,35,Connected backwater,Silt,S & E,Dense,1 - 19%
07/28/1999,734008,4647601,Pool 13,31.7,0.7,0,13.8,38,Impounded lake,Silt,S & E,Dense,>50%
07/28/1999,734408,4648201,Pool 13,31.7,0.51,0,7.5,17,Impounded lake,Silt,S & E,Dense,>50%
07/28/1999,734408,4642601,Pool 13,28.5,0.68,0,7.3,53,Impounded lake,Silt,S & E,Dense,>50%
07/28/2000,738208,4657001,Pool 13,23.6,0.22,0,3.8,22,Connected backwater,Silt,S & E,Dense,>50%
07/28/2000,738308,4657001,Pool 13,23.1,0.26,0,7.8,26,Connected backwater,Silt,S & E,Dense,>50%
07/28/2004,641855,4833312,Pool 08,26,0.48,0,9.6,48,Impounded lake,Sand,"S, E, & F",Dense,20 - 49%
07/28/2005,644355,4843212,Pool 08,24.5,0.32,0,6.6,32,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,1 - 19%
07/28/2005,642255,4841212,Pool 08,26.2,0.3,0,8.6,30,Side channel,Sand,"S, E, & F",Sparse,20 - 49%
07/28/2005,641805,4843862,Pool 08,24.4,1,0.11,7.6,100,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
07/28/2005,643005,4843612,Pool 08,20.4,0.82,0,0.5,32,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/28/2005,642055,4839912,Pool 08,25.5,0.59,0,7.8,59,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/28/2006,737408,4644201,Pool 13,29.6,1.48,0,12.8,148,Impounded lake,Silt/Clay/Sand,Submergent,Dense,1 - 19%
07/28/2006,734408,4642801,Pool 13,27.8,0.82,0,5.2,82,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/28/2006,736208,4647001,Pool 13,29.8,1,0,15.6,69,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/28/2006,738008,4646201,Pool 13,28.4,0.69,0,11.1,69,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/28/2008,642255,4845862,Pool 08,29.1,0.52,0,13.5,52,Side channel,Silt,"S, E, & F",Dense,20 - 49%
07/28/2008,643805,4846312,Pool 08,26.8,0.58,0,10.5,58,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
07/28/2009,726558,4670151,Pool 13,24.4,0.94,0,5.2,46,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/28/2009,637455,4852712,Pool 08,21,0.48,0,0.3,48,Isolated,Silt,"S, E, & F",Dense,>50%
07/28/2009,638055,4853512,Pool 08,23.9,2.28,0,7.6,127,Isolated,Silt,"S, E, & F",Dense,>50%
07/28/2010,581680,4914358,Pool 04,27.2,1.05,0,6.9,105,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/28/2010,638255,4853512,Pool 08,26.9,0.67,0,0.3,67,Isolated,Silt,"S, E, & F",Dense,>50%
07/28/2014,639305,4844712,Pool 08,23.1,0.28,0,1.1,28,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/28/2014,735858,4661101,Pool 13,22.6,0.52,0,4.1,52,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
07/28/2015,580030,4913308,Pool 04,26.1,0.16,0,13.2,16,Side channel,Sand,Submergent,Sparse,1 - 19%
07/28/2015,581180,4915108,Pool 04,26.8,1.41,0.01,6.6,141,Connected backwater,Silt,Submergent,Dense,>50%
07/28/2017,735208,4650001,Pool 13,26.4,0.68,0,10.6,17,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/28/2020,538829,4935858,Pool 04,27.5,0.86,0,10.3,39,Connected backwater,Silt,Submergent,Sparse,>50%
07/28/2020,637255,4853512,Pool 08,25.1,0.43,0,2.5,43,Isolated,Silt,"S, E, & F",Dense,>50%
07/28/2020,637855,4853312,Pool 08,30.4,0.2,0,0.6,20,Isolated,Silt,"S, E, & F",Dense,>50%
